BookTitle,BookAuthor,BookPrice,imageLink,BookLink,BookStore
Diary of a Wimpy Kid: Hard luck,"Jeff Kinney,Penguin","
                
                    KES 800
                
            ",https://textbookcentre.com//media/cache/52/42/52429e04c5aec100cfb41bcad563ceeb.jpg,https://textbookcentre.com//catalogue/diary-of-a-wimpy-kid-hard-luck_15492/,Textbook Centre
Diary of a Wimpy Kid Double Down,Jeff Kinney,"
                
                    KES 800
                
            ",https://textbookcentre.com//media/cache/7b/0f/7b0f8ec55b41c5e2404a881b5d8d292f.jpg,https://textbookcentre.com//catalogue/diary-of-a-wimpy-kid-double-down_21794/,Textbook Centre
['https://textbookcentre.com//media/cache/59/eb/59eba61ae9ed41699aefec3854b9fb8e.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/59/eb/59eba61ae9ed41699aefec3854b9fb8e.jpg', 'path': 'full/b69164569cd6899c07e9b7b0761a18dacbdbfefb.jpg', 'checksum': 'b1dc693e298126edd6ef83046605dd20', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/29/ad/29ad5080a84046be87236a6983efd194.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/29/ad/29ad5080a84046be87236a6983efd194.jpg', 'path': 'full/1e0d28f2fcbc94e2222dfb37bbaa156b3317096e.jpg', 'checksum': '69a381df914177ada9eeb69c0cd144cb', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/95/a0/95a0fa7b9385b1b9ee7d7ffe7a7a9b19.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/95/a0/95a0fa7b9385b1b9ee7d7ffe7a7a9b19.jpg', 'path': 'full/d06f552c67f1427fe2e95713ab363cd5c437ce6a.jpg', 'checksum': '1571ac793b1b88044d0e2d657d8635bd', 'status': 'uptodate'}]"
Girl With the Louding Voice Small (Hachette),Abi Dare,"
                
                    KES 1,250
                
            ",https://textbookcentre.com//media/cache/a2/87/a287b459bd81414f46707f250483933a.jpg,https://textbookcentre.com//catalogue/girl-with-the-louding-voice-small-hachette_317883/,Textbook Centre
Diary of a Wimpy Kid; The Getaway,Jeff Kinney,"
                
                    KES 800
                
            ",https://textbookcentre.com//media/cache/8d/df/8ddfc7ac416c8e13bec1584775f802b4.jpg,https://textbookcentre.com//catalogue/diary-of-a-wimpy-kid-the-getaway_24524/,Textbook Centre
['https://textbookcentre.com//media/cache/c2/e4/c2e40bb7cabd2faf7e46b96e5904a9c0.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/c2/e4/c2e40bb7cabd2faf7e46b96e5904a9c0.jpg', 'path': 'full/a4f0ac49ae9961e449b3a5ddf77bf7e5cee37f7a.jpg', 'checksum': '1e17f11467ddc33e0dda8446d0a29e5b', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/23/77/237739c3a5b441f77ceb562b55bff7d0.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/23/77/237739c3a5b441f77ceb562b55bff7d0.jpg', 'path': 'full/04f9ac93d22fe1e06e8645bc01ce6bc53d510989.jpg', 'checksum': '43023ddbf45cbdb936c796b3368bd993', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/1f/ab/1fab3cf5f2fdb9f0c7b05a3371815fd0.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/1f/ab/1fab3cf5f2fdb9f0c7b05a3371815fd0.jpg', 'path': 'full/73024244c45b134c7abac2f8f5bfbbacf2beb2b9.jpg', 'checksum': 'f1c8cd8d072a5ec4ec072ff2e8fe6ebd', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/e4/10/e410bfaf9662c6a93737aaa883b5006b.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/e4/10/e410bfaf9662c6a93737aaa883b5006b.jpg', 'path': 'full/17c35d2ffcd5cc53e73ff2ef5972537c0f0cf2f6.jpg', 'checksum': 'da6afad83168cedf844bae15029d6326', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/65/3a/653a3781f88483ce9f19f8a91a25b2c1.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/65/3a/653a3781f88483ce9f19f8a91a25b2c1.jpg', 'path': 'full/74136b045ab6e4c7e869f480b1e48ef2f09d259e.jpg', 'checksum': 'e603ec95d059c760e7572d5e6b4454ca', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/44/29/44297bf1be94b097eb3776358f12c2ea.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/44/29/44297bf1be94b097eb3776358f12c2ea.jpg', 'path': 'full/2418aa00c8b8f923d062954ab0b030d532c57153.jpg', 'checksum': '3c571018bb2c93a6068d8c808a0447c1', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/78/14/78140dc8ec1b393bae7b089642a5404e.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/78/14/78140dc8ec1b393bae7b089642a5404e.jpg', 'path': 'full/ae5d7eb29aff95dd733ba1fa7a0be8552f4776f0.jpg', 'checksum': '146d3d17f0a7bc8fba52afb37b7d5c06', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/a1/c5/a1c5afddb47dad7e1dbcbf1b348d970c.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/a1/c5/a1c5afddb47dad7e1dbcbf1b348d970c.jpg', 'path': 'full/9dd6591cedb2aca1ed8954384a7c7941cb5bad9a.jpg', 'checksum': 'ce56cc66cd56944c830da0d20c35725e', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/3c/a6/3ca69e1aa99aa6b9aff54c5efd14c74c.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/3c/a6/3ca69e1aa99aa6b9aff54c5efd14c74c.jpg', 'path': 'full/2a3a24d6c9d6a9c46a890b4a41a438147a62f52a.jpg', 'checksum': '73dd40c456bc110ddd47e57877979e69', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/0e/4a/0e4a6c84c5cd1f3f7a0bbba15c0fd82c.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/0e/4a/0e4a6c84c5cd1f3f7a0bbba15c0fd82c.jpg', 'path': 'full/d224641b77d7e1498fdbf597976d6fdb9903b31d.jpg', 'checksum': '61a0bd912dd7bcce57f8d29d78250bcb', 'status': 'uptodate'}]"
Think Like a Monk,Jay Shetty,"
                
                    KES 2,250
                
            ",https://textbookcentre.com//media/cache/75/12/7512ebfa538f6e539031be05dfc45ca9.jpg,https://textbookcentre.com//catalogue/think-like-a-monk_298565/,Textbook Centre
Permanent Record (Small),Edward Snowden,"
                
                    KES 950
                
            ",https://textbookcentre.com//media/cache/ec/36/ec365a3f00625c48aa1f2ef99f0e175f.jpg,https://textbookcentre.com//catalogue/permanent-record-small_297047/,Textbook Centre
['https://textbookcentre.com//media/cache/31/fd/31fde2a413a3fadc6a01432262184e77.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/31/fd/31fde2a413a3fadc6a01432262184e77.jpg', 'path': 'full/10e3b5443401e22ddc9de6bbeed3fa3ff3ec7046.jpg', 'checksum': '9ea9172b4f1c12b99f883b328da654ae', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/0f/09/0f09ee0da35a2281c82ebd974525979d.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/0f/09/0f09ee0da35a2281c82ebd974525979d.jpg', 'path': 'full/c236e7602dd2ad6b223530621d311e8d61e3fa07.jpg', 'checksum': '1a1f7c2763d6219e35b4361fcafe248c', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/a4/e6/a4e6d46fb4599c46dd0cfaaae49df68b.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/a4/e6/a4e6d46fb4599c46dd0cfaaae49df68b.jpg', 'path': 'full/f2d97f08d424a65f4f9c653c612dce87adf94599.jpg', 'checksum': 'ce6ad496c4d540dd510c067d57ba728f', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/1b/e2/1be2b68ad74b35a4cdbdb33956b7932d.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/1b/e2/1be2b68ad74b35a4cdbdb33956b7932d.jpg', 'path': 'full/ce9be30c35e37c534988e5aa155d0f3880234f9a.jpg', 'checksum': 'b7ae9eeec67278741311b59fef046b5c', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/05/e6/05e61138caf81dfa0bb104f0192af98a.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/05/e6/05e61138caf81dfa0bb104f0192af98a.jpg', 'path': 'full/9bba19ade5b21820e7229e28f4c3211364e871c5.jpg', 'checksum': '2e776a8802ddb67ab8635f7ae656f053', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/82/b3/82b306dcbb2e1fc07968e64524f07cb2.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/82/b3/82b306dcbb2e1fc07968e64524f07cb2.jpg', 'path': 'full/f16fb672b19d79662c8ca5094d4e0974f8cea382.jpg', 'checksum': '8207b998303921cb219a57d12646ef3e', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/52/42/52429e04c5aec100cfb41bcad563ceeb.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/52/42/52429e04c5aec100cfb41bcad563ceeb.jpg', 'path': 'full/60eb59904ad8724fa04e4f936a8198603cad69db.jpg', 'checksum': 'cbbcebf54311cbeb255b7eb16496ee24', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/7b/0f/7b0f8ec55b41c5e2404a881b5d8d292f.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/7b/0f/7b0f8ec55b41c5e2404a881b5d8d292f.jpg', 'path': 'full/126c3f249217042f4af7b99195e39fa7b76e134f.jpg', 'checksum': '001ae492ffe1facbced54df0e4e8c561', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/a2/87/a287b459bd81414f46707f250483933a.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/a2/87/a287b459bd81414f46707f250483933a.jpg', 'path': 'full/5955c994f42eb91d76d0cf6022e91125a1241856.jpg', 'checksum': '339d85f5d8303db220b9821b588ae0c5', 'status': 'uptodate'}]"
Becoming Michelle Obama (Soft Back) (Small) - Penguin,Michelle Obama,"
                
                    KES 1,490
                
            ",https://textbookcentre.com//media/cache/df/51/df51d139ad45b60d79ce34f73a308e69.jpg,https://textbookcentre.com//catalogue/becoming-michelle-obama-soft-back-small-penguin_309416/,Textbook Centre
Peppa Pig: Peppa's First Glasses - Read it yourself with Ladybird Level 2,Baker,"
                
                    KES 200
                
            ",https://textbookcentre.com//media/cache/c1/2e/c12ebcdcd78cc13e5cb07b05c824ae71.jpg,https://textbookcentre.com//catalogue/peppa-pig-peppas-first-glasses-read-it-yourself-with-ladybird-level-2_274921/,Textbook Centre
['https://textbookcentre.com//media/cache/8d/df/8ddfc7ac416c8e13bec1584775f802b4.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/8d/df/8ddfc7ac416c8e13bec1584775f802b4.jpg', 'path': 'full/93f1713041239d41ee9452f0b1ec30cd66dbf13b.jpg', 'checksum': 'f834c46911fbe182f01b94639ea052eb', 'status': 'uptodate'}]"
Peppa Pig: Daddy Pig's Lost Key - Read it yourself with Ladybird Level 1,Ladybird,"
                
                    KES 200
                
            ",https://textbookcentre.com//media/cache/84/2c/842c0b080846540bfd27af878dcd83c6.jpg,https://textbookcentre.com//catalogue/peppa-pig-daddy-pigs-lost-key-read-it-yourself-with-ladybird-level-1_274908/,Textbook Centre
RIY with LB Lvl 2 Daddy Pig's Office,Ladybird,"
                
                    KES 200
                
            ",https://textbookcentre.com//media/cache/21/bf/21bfdf3eb403ec2af9492079cb1d400a.jpg,https://textbookcentre.com//catalogue/riy-with-lb-lvl-2-daddy-pigs-office_273686/,Textbook Centre
Hardy boys- the Haunted fort #44,Franklin W. Dixon,"
                
                    KES 490
                
            ",https://textbookcentre.com//media/cache/8c/9a/8c9a9ff76a049f27888c8aab8e662bef.jpg,https://textbookcentre.com//catalogue/hardy-boys-the-haunted-fort-44_273595/,Textbook Centre
RIY with LB Lvl 1 Peppa pig Fun at the fair,Ladybird,"
                
                    KES 200
                
            ",https://textbookcentre.com//media/cache/23/57/2357a01d18aed4c4d4e8424a9b61160e.jpg,https://textbookcentre.com//catalogue/riy-with-lb-lvl-1-peppa-pig-fun-at-the-fair_273545/,Textbook Centre
Collins Classics: The Art of War,Sun Tzu,"
                
                    KES 350
                
            ",https://textbookcentre.com//media/cache/70/f8/70f8be8b59c964ec3dd52ae0d39bdcae.jpg,https://textbookcentre.com//catalogue/collins-classics-the-art-of-war_273069/,Textbook Centre
Peppa Pig: First Sleepover - Read It Yourself with Ladybird Level 2,Ladybird,"
                
                    KES 200
                
            ",https://textbookcentre.com//media/cache/ce/1f/ce1fe14d7db16eb614f4bb5b908fe0e3.jpg,https://textbookcentre.com//catalogue/peppa-pig-first-sleepover-read-it-yourself-with-ladybird-level-2_275310/,Textbook Centre
Double Dork Diaries 5 (2 in1),Russell,"
                
                    KES 1,090
                
            ",https://textbookcentre.com//media/cache/1c/9f/1c9f812a5dc38e88baf7bf2c314d3a58.jpg,https://textbookcentre.com//catalogue/double-dork-diaries-5-2-in1_230747/,Textbook Centre
Start with Why,simon sinek,"
                
                    KES 1,190
                
            ",https://textbookcentre.com//media/cache/1f/7c/1f7c2364033542cd3272fc2126542e0f.jpg,https://textbookcentre.com//catalogue/start-with-why_224847/,Textbook Centre
Famous Five: Five run away together,Enid Blyton,"
                
                    KES 590
                
            ",https://textbookcentre.com//media/cache/f0/d7/f0d7f68d407c0680e7c2a4654125be36.jpg,https://textbookcentre.com//catalogue/famous-five-five-run-away-together_228290/,Textbook Centre
Famous Five: Five have plenty of fun (Large),Enid Blyton,"
                
                    KES 590
                
            ",https://textbookcentre.com//media/cache/46/cb/46cb202207906f1e408c77df50fb1693.jpg,https://textbookcentre.com//catalogue/famous-five-five-have-plenty-of-fun-large_220384/,Textbook Centre
Women and Leadership Lessons from some of the world's most powerful women,Julia Gillard,"
                
                    KES 1,150
                
            ",https://textbookcentre.com//media/cache/57/ed/57eda876620a3338295280c2de3efa34.jpg,https://textbookcentre.com//catalogue/women-and-leadership-lessons-from-some-of-the-worlds-most-powerful-women_315416/,Textbook Centre
The Subtle Art of Not Giving a F*ck,Mark Manson,"
                
                    KES 2,850
                
            ",https://textbookcentre.com//media/cache/64/65/6465f8dd0db4d3ba9d2d956abafbc5dc.jpg,https://textbookcentre.com//catalogue/the-subtle-art-of-not-giving-a-fck_23491/,Textbook Centre
['https://textbookcentre.com//media/cache/75/12/7512ebfa538f6e539031be05dfc45ca9.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/75/12/7512ebfa538f6e539031be05dfc45ca9.jpg', 'path': 'full/009e3e4dc5006b2cc8770477ed0d39ddbb5d5a82.jpg', 'checksum': 'fc378d6732e18c237c6daafe39fd8919', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/ec/36/ec365a3f00625c48aa1f2ef99f0e175f.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/ec/36/ec365a3f00625c48aa1f2ef99f0e175f.jpg', 'path': 'full/c64943a92d57e8037301975f748182787471185b.jpg', 'checksum': 'dcef26e7bc9ff2fa5e2edfa9c4075213', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/df/51/df51d139ad45b60d79ce34f73a308e69.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/df/51/df51d139ad45b60d79ce34f73a308e69.jpg', 'path': 'full/1f605bb1de1157e4deb6e9ec1d0b38ce72395912.jpg', 'checksum': 'd31aac5cc26180ef25abaea15af18b09', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/c1/2e/c12ebcdcd78cc13e5cb07b05c824ae71.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/c1/2e/c12ebcdcd78cc13e5cb07b05c824ae71.jpg', 'path': 'full/68de73a48faea4e8cca582130cc3fd699a756beb.jpg', 'checksum': '9d046822dd6cce4a449f7a8ba5607e59', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/84/2c/842c0b080846540bfd27af878dcd83c6.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/84/2c/842c0b080846540bfd27af878dcd83c6.jpg', 'path': 'full/8a586eef1557a15855219d30f11b03a0e3f5d500.jpg', 'checksum': 'd1868a29d3cf82efc74d914f38ddbc7d', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/21/bf/21bfdf3eb403ec2af9492079cb1d400a.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/21/bf/21bfdf3eb403ec2af9492079cb1d400a.jpg', 'path': 'full/07333e6a15d4f8667d98c40128a8857a75acabf4.jpg', 'checksum': '36222154c9bb85b2bb0d232db7368e0f', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/8c/9a/8c9a9ff76a049f27888c8aab8e662bef.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/8c/9a/8c9a9ff76a049f27888c8aab8e662bef.jpg', 'path': 'full/2fa99c2e7c320940dae7a5e9751eb317d732d18f.jpg', 'checksum': '3176c8d7aec3e9ba1da46d7badc9c31b', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/23/57/2357a01d18aed4c4d4e8424a9b61160e.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/23/57/2357a01d18aed4c4d4e8424a9b61160e.jpg', 'path': 'full/e0d9482192d87e060aff7247f482eed3efb4e3be.jpg', 'checksum': 'd5584015aff8553bcfae0f7296f8803f', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/70/f8/70f8be8b59c964ec3dd52ae0d39bdcae.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/70/f8/70f8be8b59c964ec3dd52ae0d39bdcae.jpg', 'path': 'full/ee19a4a6acbab28c8b492de202601b196b98a5b0.jpg', 'checksum': 'afb594aba7c34d92fc0af1629db3262a', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/ce/1f/ce1fe14d7db16eb614f4bb5b908fe0e3.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/ce/1f/ce1fe14d7db16eb614f4bb5b908fe0e3.jpg', 'path': 'full/662550a5ee06c348f2fd6ae056f3580421576eb4.jpg', 'checksum': '036ea9a443f765fcc9d6300014e7d048', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/1c/9f/1c9f812a5dc38e88baf7bf2c314d3a58.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/1c/9f/1c9f812a5dc38e88baf7bf2c314d3a58.jpg', 'path': 'full/ba5451c03e54dc34023640e945fa8cdc638d43b6.jpg', 'checksum': '1e45e57197a73683c04ce1010e8749a5', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/1f/7c/1f7c2364033542cd3272fc2126542e0f.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/1f/7c/1f7c2364033542cd3272fc2126542e0f.jpg', 'path': 'full/e0bda369aa1ef15787dfb2189ffa569484aedd76.jpg', 'checksum': '4ad8bb365d3b252ddcdf88300262b136', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/f0/d7/f0d7f68d407c0680e7c2a4654125be36.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/f0/d7/f0d7f68d407c0680e7c2a4654125be36.jpg', 'path': 'full/9f0ec1a19fdb3438a43659698e86e14c4e37c9b7.jpg', 'checksum': 'f4e5d8b6f51241648f2602594a62631a', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/46/cb/46cb202207906f1e408c77df50fb1693.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/46/cb/46cb202207906f1e408c77df50fb1693.jpg', 'path': 'full/46919352ccca7f089ebaf836e6d31eff41fb1312.jpg', 'checksum': 'cd5cd912777a121b05169e63c4b5a796', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/57/ed/57eda876620a3338295280c2de3efa34.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/57/ed/57eda876620a3338295280c2de3efa34.jpg', 'path': 'full/c39d6ec909e0696ac17da30e7fc2d9c90e444d1f.jpg', 'checksum': 'a69d86c8e55b9c26a4b0b027a1cd69ce', 'status': 'uptodate'}]"
['https://textbookcentre.com//media/cache/64/65/6465f8dd0db4d3ba9d2d956abafbc5dc.jpg'],"[{'url': 'https://textbookcentre.com//media/cache/64/65/6465f8dd0db4d3ba9d2d956abafbc5dc.jpg', 'path': 'full/12a49d104d80abee0d9ac53e7c38ccad448cb037.jpg', 'checksum': 'fcaf37c73f08cfd92a79f17d280cc75c', 'status': 'uptodate'}]"
Diary of a Wimpy Kid: The Third Wheel,Jeff Kinney,"
                
                    KES 800
                
            ",https://textbookcentre.com//media/cache/2e/77/2e77e15a95e72f3e81989ef169974e96.jpg,https://textbookcentre.com//catalogue/diary-of-a-wimpy-kid-the-third-wheel_13049/,Textbook Centre
The Lean Startup : How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,"
                
                    KES 800
                
            ",https://textbookcentre.com//media/cache/c8/77/c877b34e4ddf7d14981134e4ac32d226.jpg,https://textbookcentre.com//catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_14350/,Textbook Centre
Diary of a Wimpy Kid: Wrecking Ball (PaperBack),Jeff Kinney,"
                
                    KES 800
                
            ",https://textbookcentre.com//media/cache/78/4b/784be26997378e470f7a7157b10894e3.jpg,https://textbookcentre.com//catalogue/diary-of-a-wimpy-kid-wrecking-ball-paperback_295873/,Textbook Centre
Diary of a Wimpy kid: The Meltdown (Soft Back),Jeff Kinney,"
                
                    KES 800
                
            ",https://textbookcentre.com//media/cache/bb/b1/bbb1ad4d1d1ef5b1e162c479c25c08e6.jpg,https://textbookcentre.com//catalogue/diary-of-a-wimpy-kid-the-meltdown-soft-back_231483/,Textbook Centre
